time,time step,concentration,inlet concentration,volume flow rate,inlet temperature,initial concentration
0,0,0,2.6875,0.326042,330.625,0
0.1,1,0.00106301,2.6875,0.326042,330.625,0
0.2,2,0.004135233,2.6875,0.326042,330.625,0
0.3,3,0.007162449,2.6875,0.326042,330.625,0
0.4,4,0.010641494,2.6875,0.326042,330.625,0
0.5,5,0.013864608,2.6875,0.326042,330.625,0
0.6,6,0.017126932,2.6875,0.326042,330.625,0
0.7,7,0.020435498,2.6875,0.326042,330.625,0
0.8,8,0.023770421,2.6875,0.326042,330.625,0
0.9,9,0.027123001,2.6875,0.326042,330.625,0
1,10,0.030491396,2.6875,0.326042,330.625,0
1.1,11,0.034217882,2.6875,0.326042,330.625,0
1.2,12,0.037966039,2.6875,0.326042,330.625,0
1.3,13,0.041373814,2.6875,0.326042,330.625,0
1.4,14,0.044763991,2.6875,0.326042,330.625,0
1.5,15,0.048493787,2.6875,0.326042,330.625,0
1.6,16,0.051908291,2.6875,0.326042,330.625,0
1.7,17,0.055638797,2.6875,0.326042,330.625,0
1.8,18,0.059048472,2.6875,0.326042,330.625,0
1.9,19,0.063384865,2.6875,0.326042,330.625,0
2,20,0.067103833,2.6875,0.326042,330.625,0
2.1,21,0.070828278,2.6875,0.326042,330.625,0
2.2,22,0.075133743,2.6875,0.326042,330.625,0
2.3,23,0.078846341,2.6875,0.326042,330.625,0
2.4,24,0.083045709,2.6875,0.326042,330.625,0
2.5,25,0.086739761,2.6875,0.326042,330.625,0
2.6,26,0.090087418,2.6875,0.326042,330.625,0
2.7,27,0.093422571,2.6875,0.326042,330.625,0
2.8,28,0.097070253,2.6875,0.326042,330.625,0
2.9,29,0.100715675,2.6875,0.326042,330.625,0
3,30,0.104038119,2.6875,0.326042,330.625,0
3.1,31,0.107348337,2.6875,0.326042,330.625,0
3.2,32,0.110644755,2.6875,0.326042,330.625,0
3.3,33,0.113938149,2.6875,0.326042,330.625,0
3.4,34,0.117557653,2.6875,0.326042,330.625,0
3.5,35,0.121174155,2.6875,0.326042,330.625,0
3.6,36,0.124455278,2.6875,0.326042,330.625,0
3.7,37,0.127722941,2.6875,0.326042,330.625,0
3.8,38,0.130987175,2.6875,0.326042,330.625,0
3.9,39,0.1345654,2.6875,0.326042,330.625,0
4,40,0.137825421,2.6875,0.326042,330.625,0
4.1,41,0.14138809,2.6875,0.326042,330.625,0
4.2,42,0.144935035,2.6875,0.326042,330.625,0
4.3,43,0.148480377,2.6875,0.326042,330.625,0
4.4,44,0.151714168,2.6875,0.326042,330.625,0
4.5,45,0.155247669,2.6875,0.326042,330.625,0
4.6,46,0.158468927,2.6875,0.326042,330.625,0
4.7,47,0.16167294,2.6875,0.326042,330.625,0
4.8,48,0.164870138,2.6875,0.326042,330.625,0
4.9,49,0.168062914,2.6875,0.326042,330.625,0
5,50,0.171250081,2.6875,0.326042,330.625,0
5.1,51,0.174422606,2.6875,0.326042,330.625,0
5.2,52,0.177588141,2.6875,0.326042,330.625,0
5.3,53,0.18105877,2.6875,0.326042,330.625,0
5.4,54,0.184225294,2.6875,0.326042,330.625,0
5.5,55,0.187379025,2.6875,0.326042,330.625,0
5.6,56,0.190830348,2.6875,0.326042,330.625,0
5.7,57,0.193972895,2.6875,0.326042,330.625,0
5.8,58,0.197406627,2.6875,0.326042,330.625,0
5.9,59,0.200833322,2.6875,0.326042,330.625,0
6,60,0.2042598,2.6875,0.326042,330.625,0
6.1,61,0.207680755,2.6875,0.326042,330.625,0
6.2,62,0.211084818,2.6875,0.326042,330.625,0
6.3,63,0.214478101,2.6875,0.326042,330.625,0
6.4,64,0.217572741,2.6875,0.326042,330.625,0
6.5,65,0.220960035,2.6875,0.326042,330.625,0
6.6,66,0.224043072,2.6875,0.326042,330.625,0
6.7,67,0.227113657,2.6875,0.326042,330.625,0
6.8,68,0.230176734,2.6875,0.326042,330.625,0
6.9,69,0.233234473,2.6875,0.326042,330.625,0
7,70,0.237115742,2.6875,0.326042,330.625,0
7.1,71,0.240463187,2.6875,0.326042,330.625,0
7.2,72,0.243799357,2.6875,0.326042,330.625,0
7.3,73,0.247579756,2.6875,0.326042,330.625,0
7.4,74,0.250614306,2.6875,0.326042,330.625,0
7.5,75,0.25443943,2.6875,0.326042,330.625,0
7.6,76,0.257743067,2.6875,0.326042,330.625,0
7.7,77,0.26103034,2.6875,0.326042,330.625,0
7.8,78,0.264315631,2.6875,0.326042,330.625,0
7.9,79,0.268103146,2.6875,0.326042,330.625,0
8,80,0.271372637,2.6875,0.326042,330.625,0
8.1,81,0.27462226,2.6875,0.326042,330.625,0
8.2,82,0.277875916,2.6875,0.326042,330.625,0
8.3,83,0.281626582,2.6875,0.326042,330.625,0
8.4,84,0.284865968,2.6875,0.326042,330.625,0
8.5,85,0.28859418,2.6875,0.326042,330.625,0
8.6,86,0.292314718,2.6875,0.326042,330.625,0
8.7,87,0.295522173,2.6875,0.326042,330.625,0
8.8,88,0.29914757,2.6875,0.326042,330.625,0
8.9,89,0.302835575,2.6875,0.326042,330.625,0
9,90,0.306022982,2.6875,0.326042,330.625,0
9.1,91,0.309204339,2.6875,0.326042,330.625,0
9.2,92,0.312862404,2.6875,0.326042,330.625,0
9.3,93,0.316036909,2.6875,0.326042,330.625,0
9.4,94,0.319187098,2.6875,0.326042,330.625,0
9.5,95,0.322326589,2.6875,0.326042,330.625,0
9.6,96,0.325468001,2.6875,0.326042,330.625,0
9.7,97,0.328610833,2.6875,0.326042,330.625,0
9.8,98,0.332156746,2.6875,0.326042,330.625,0
9.9,99,0.335696063,2.6875,0.326042,330.625,0
10,100,0.338813347,2.6875,0.326042,330.625,0
10.1,101,0.342329062,2.6875,0.326042,330.625,0
10.2,102,0.345838135,2.6875,0.326042,330.625,0
10.3,103,0.349335541,2.6875,0.326042,330.625,0
10.4,104,0.352411432,2.6875,0.326042,330.625,0
10.5,105,0.35546953,2.6875,0.326042,330.625,0
10.6,106,0.358534442,2.6875,0.326042,330.625,0
10.7,107,0.362064913,2.6875,0.326042,330.625,0
10.8,108,0.365110522,2.6875,0.326042,330.625,0
10.9,109,0.368667189,2.6875,0.326042,330.625,0
11,110,0.371701464,2.6875,0.326042,330.625,0
11.1,111,0.375194445,2.6875,0.326042,330.625,0
11.2,112,0.378672864,2.6875,0.326042,330.625,0
11.3,113,0.38207626,2.6875,0.326042,330.625,0
11.4,114,0.385583588,2.6875,0.326042,330.625,0
11.5,115,0.389081534,2.6875,0.326042,330.625,0
11.6,116,0.392569945,2.6875,0.326042,330.625,0
11.7,117,0.396048743,2.6875,0.326042,330.625,0
11.8,118,0.399474022,2.6875,0.326042,330.625,0
11.9,119,0.402879896,2.6875,0.326042,330.625,0
12,120,0.40621222,2.6875,0.326042,330.625,0
12.1,121,0.409535344,2.6875,0.326042,330.625,0
